[Epoch 1] [train LL: -6981.9569; val LL: -1350.1048] [train 4.46s; val 1.39s] ✓ improved
[Epoch 802] [train LL: -223.8877; val LL: -277.9303] [train 1.96s; val 0.06s] no improve (18/50)
[Epoch 803] [train LL: -223.4814; val LL: -278.2262] [train 1.93s; val 0.06s] no improve (19/50)
[Epoch 804] [train LL: -222.8780; val LL: -278.1522] [train 1.91s; val 0.06s] no improve (20/50)
[Epoch 805] [train LL: -222.6148; val LL: -278.1191] [train 1.91s; val 0.06s] no improve (21/50)
[Epoch 806] [train LL: -222.6092; val LL: -277.8357] [train 1.91s; val 0.07s] no improve (22/50)
[Epoch 807] [train LL: -222.3393; val LL: -277.7729] [train 1.91s; val 0.07s] no improve (23/50)
[Epoch 808] [train LL: -222.7674; val LL: -277.8835] [train 1.91s; val 0.07s] no improve (24/50)
[Epoch 809] [train LL: -222.5210; val LL: -277.8649] [train 1.94s; val 0.07s] no improve (25/50)
[Epoch 810] [train LL: -223.1781; val LL: -277.9410] [train 1.92s; val 0.07s] no improve (26/50)
[Epoch 811] [train LL: -222.8257; val LL: -277.8844] [train 1.91s; val 0.06s] no improve (27/50)
[Epoch 812] [train LL: -222.4142; val LL: -277.9943] [train 1.93s; val 0.07s] no improve (28/50)
[Epoch 813] [train LL: -222.6967; val LL: -277.8224] [train 1.93s; val 0.06s] no improve (29/50)
[Epoch 814] [train LL: -222.7706; val LL: -277.8928] [train 1.91s; val 0.06s] no improve (30/50)
[Epoch 815] [train LL: -222.3913; val LL: -277.8591] [train 1.90s; val 0.06s] no improve (31/50)
[Epoch 816] [train LL: -222.2926; val LL: -277.9202] [train 1.90s; val 0.06s] no improve (32/50)
[Epoch 817] [train LL: -222.6099; val LL: -277.7867] [train 1.90s; val 0.06s] no improve (33/50)
[Epoch 818] [train LL: -222.8465; val LL: -277.8764] [train 1.90s; val 0.07s] no improve (34/50)
[Epoch 819] [train LL: -223.0995; val LL: -277.7999] [train 1.90s; val 0.06s] no improve (35/50)
[Epoch 820] [train LL: -222.2079; val LL: -278.0443] [train 1.92s; val 0.07s] no improve (36/50)
[Epoch 821] [train LL: -223.4584; val LL: -278.0871] [train 1.90s; val 0.06s] no improve (37/50)
[Epoch 822] [train LL: -223.1009; val LL: -278.2775] [train 1.94s; val 0.07s] no improve (38/50)
[Epoch 823] [train LL: -222.4639; val LL: -278.1628] [train 1.93s; val 0.07s] no improve (39/50)
[Epoch 824] [train LL: -222.6482; val LL: -277.8954] [train 1.93s; val 0.06s] no improve (40/50)
[Epoch 825] [train LL: -222.5064; val LL: -278.2310] [train 1.93s; val 0.07s] no improve (41/50)
[Epoch 826] [train LL: -222.0150; val LL: -277.9041] [train 1.93s; val 0.07s] no improve (42/50)
[Epoch 827] [train LL: -222.5552; val LL: -277.7616] [train 1.91s; val 0.06s] no improve (43/50)
[Epoch 828] [train LL: -222.5241; val LL: -277.8115] [train 1.89s; val 0.06s] no improve (44/50)
[Epoch 829] [train LL: -221.8408; val LL: -277.8121] [train 1.90s; val 0.06s] no improve (45/50)
[Epoch 830] [train LL: -222.0706; val LL: -277.8039] [train 1.89s; val 0.06s] no improve (46/50)
[Epoch 831] [train LL: -221.7053; val LL: -277.8303] [train 1.90s; val 0.06s] no improve (47/50)
[Epoch 832] [train LL: -222.3232; val LL: -277.7656] [train 1.89s; val 0.06s] no improve (48/50)
[Epoch 833] [train LL: -223.0061; val LL: -277.7585] [train 1.93s; val 0.06s] no improve (49/50)
[Epoch 834] [train LL: -222.1132; val LL: -277.7538] [train 1.90s; val 0.06s] no improve (50/50)

Best epoch: 784
Best val LL: -277.727318
Total time: 1670.32 seconds
